trip_id,driver_id,pickup_time,pickup_zone,drop_zone,distance_km,surge_multiplier,fare,drop_time
2483,248,2026-01-26 20:30:00,Jayanagar,Koramangala,12.93,1.0,244.0,2026-01-26 21:08:00
2484,261,2026-01-26 20:45:00,MG Road,Whitefield,3.32,1.5,150.0,2026-01-26 20:54:00
2485,302,2026-01-26 21:00:00,Indiranagar,MG Road,18.52,1.2,393.0,2026-01-26 21:55:00
2486,524,2026-01-26 21:15:00,Whitefield,Whitefield,10.55,1.5,312.0,2026-01-26 21:46:00
2487,516,2026-01-26 21:30:00,Indiranagar,Koramangala,6.59,2.0,298.0,2026-01-26 21:49:00
2488,342,2026-01-26 21:45:00,MG Road,Indiranagar,14.53,1.5,402.0,2026-01-26 22:28:00
2489,453,2026-01-26 22:00:00,Jayanagar,MG Road,24.4,1.0,416.0,2026-01-26 23:13:00
2490,102,2026-01-26 22:15:00,MG Road,Jayanagar,17.99,1.0,320.0,2026-01-26 23:08:00
2491,325,2026-01-26 22:30:00,Jayanagar,Indiranagar,13.31,1.0,250.0,2026-01-26 23:09:00
2492,389,2026-01-26 22:45:00,Jayanagar,MG Road,19.87,1.2,418.0,2026-01-26 23:44:00
2493,333,2026-01-26 23:00:00,Koramangala,Koramangala,18.96,1.0,334.0,2026-01-26 23:56:00
2494,561,2026-01-26 23:15:00,Whitefield,Koramangala,22.51,1.2,465.0,2026-01-27 00:22:00
2495,514,2026-01-26 23:30:00,MG Road,Indiranagar,6.71,1.0,151.0,2026-01-26 23:50:00
2496,517,2026-01-26 23:45:00,Jayanagar,MG Road,21.75,1.2,452.0,2026-01-27 00:50:00
2497,177,2026-01-27 00:00:00,MG Road,Jayanagar,8.92,1.0,184.0,2026-01-27 00:26:00
2498,216,2026-01-27 00:15:00,MG Road,Jayanagar,23.64,1.0,405.0,2026-01-27 01:25:00
2499,254,2026-01-27 00:30:00,Jayanagar,Whitefield,8.46,1.5,265.0,2026-01-27 00:55:00
2500,506,2026-01-27 00:45:00,Indiranagar,Indiranagar,23.32,1.0,400.0,2026-01-27 01:54:00
2501,203,2026-01-27 01:00:00,Whitefield,MG Road,24.17,1.0,413.0,2026-01-27 02:12:00
2502,294,2026-01-27 01:15:00,Whitefield,Indiranagar,5.35,1.0,130.0,2026-01-27 01:31:00
2503,266,2026-01-27 01:30:00,Koramangala,Jayanagar,24.41,1.5,624.0,2026-01-27 02:43:00
2504,459,2026-01-27 01:45:00,Koramangala,MG Road,3.97,1.5,164.0,2026-01-27 01:56:00
2505,190,2026-01-27 02:00:00,Koramangala,Koramangala,7.03,1.5,233.0,2026-01-27 02:21:00
2506,274,2026-01-27 02:15:00,Whitefield,Koramangala,12.22,1.5,350.0,2026-01-27 02:51:00
2507,222,2026-01-27 02:30:00,Indiranagar,MG Road,24.85,1.2,507.0,2026-01-27 03:44:00
2508,598,2026-01-27 02:45:00,Whitefield,Indiranagar,13.24,1.0,249.0,2026-01-27 03:24:00
2509,243,2026-01-27 03:00:00,Whitefield,Indiranagar,14.66,1.0,270.0,2026-01-27 03:43:00
2510,582,2026-01-27 03:15:00,Whitefield,Koramangala,17.97,1.0,320.0,2026-01-27 04:08:00
2511,206,2026-01-27 03:30:00,Whitefield,Koramangala,24.27,1.0,414.0,2026-01-27 04:42:00
2512,475,2026-01-27 03:45:00,Indiranagar,Jayanagar,20.02,1.2,420.0,2026-01-27 04:45:00
2513,528,2026-01-27 04:00:00,Koramangala,MG Road,7.16,1.0,157.0,2026-01-27 04:21:00
2514,405,2026-01-27 04:15:00,MG Road,Indiranagar,8.97,1.0,185.0,2026-01-27 04:41:00
2515,460,2026-01-27 04:30:00,Koramangala,Jayanagar,4.25,1.0,114.0,2026-01-27 04:42:00
2516,559,2026-01-27 04:45:00,Koramangala,Indiranagar,16.82,1.0,302.0,2026-01-27 05:35:00
2517,417,2026-01-27 05:00:00,MG Road,Koramangala,6.16,1.2,171.0,2026-01-27 05:18:00
2518,551,2026-01-27 05:15:00,Whitefield,MG Road,7.92,1.0,169.0,2026-01-27 05:38:00
2519,223,2026-01-27 05:30:00,Indiranagar,Whitefield,22.43,1.2,464.0,2026-01-27 06:37:00
2520,490,2026-01-27 05:45:00,Indiranagar,MG Road,9.52,1.0,193.0,2026-01-27 06:13:00
2521,109,2026-01-27 06:00:00,Koramangala,Whitefield,15.03,2.0,551.0,2026-01-27 06:45:00
2522,362,2026-01-27 06:15:00,MG Road,Jayanagar,11.14,1.0,217.0,2026-01-27 06:48:00
2523,173,2026-01-27 06:30:00,Jayanagar,Whitefield,3.7,1.0,106.0,2026-01-27 06:41:00
2524,459,2026-01-27 06:45:00,Whitefield,Whitefield,10.35,1.2,246.0,2026-01-27 07:16:00
2525,323,2026-01-27 07:00:00,Koramangala,Jayanagar,11.39,1.0,221.0,2026-01-27 07:34:00
2526,516,2026-01-27 07:15:00,Indiranagar,MG Road,22.6,1.0,389.0,2026-01-27 08:22:00
2527,141,2026-01-27 07:30:00,MG Road,Jayanagar,9.46,1.0,192.0,2026-01-27 07:58:00
2528,470,2026-01-27 07:45:00,MG Road,Koramangala,10.72,1.0,211.0,2026-01-27 08:17:00
2529,304,2026-01-27 08:00:00,Koramangala,Koramangala,20.01,1.5,525.0,2026-01-27 09:00:00
2530,364,2026-01-27 08:15:00,Jayanagar,Whitefield,19.46,1.0,342.0,2026-01-27 09:13:00
2531,428,2026-01-27 08:30:00,Indiranagar,Jayanagar,20.36,1.2,426.0,2026-01-27 09:31:00
2532,278,2026-01-27 08:45:00,Koramangala,Jayanagar,23.94,1.0,409.0,2026-01-27 09:56:00
2533,448,2026-01-27 09:00:00,Jayanagar,Jayanagar,20.3,1.0,354.0,2026-01-27 10:00:00
2534,418,2026-01-27 09:15:00,MG Road,MG Road,11.37,1.0,221.0,2026-01-27 09:49:00
2535,184,2026-01-27 09:30:00,Whitefield,Indiranagar,20.89,1.5,545.0,2026-01-27 10:32:00
2536,418,2026-01-27 09:45:00,Indiranagar,Indiranagar,13.7,1.0,256.0,2026-01-27 10:26:00
2537,211,2026-01-27 10:00:00,Indiranagar,Indiranagar,8.39,2.0,352.0,2026-01-27 10:25:00
2538,351,2026-01-27 10:15:00,Jayanagar,MG Road,8.97,1.0,185.0,2026-01-27 10:41:00
2539,483,2026-01-27 10:30:00,Koramangala,Jayanagar,7.15,1.2,189.0,2026-01-27 10:51:00
2540,107,2026-01-27 10:45:00,MG Road,Indiranagar,5.33,1.5,195.0,2026-01-27 11:00:00
2541,559,2026-01-27 11:00:00,Jayanagar,Jayanagar,6.24,1.0,144.0,2026-01-27 11:18:00
2542,184,2026-01-27 11:15:00,Whitefield,Whitefield,3.45,1.2,122.0,2026-01-27 11:25:00
2543,308,2026-01-27 11:30:00,Whitefield,Indiranagar,22.43,1.0,386.0,2026-01-27 12:37:00
2544,488,2026-01-27 11:45:00,Whitefield,Whitefield,23.41,1.0,401.0,2026-01-27 12:55:00
2545,490,2026-01-27 12:00:00,Jayanagar,MG Road,15.5,1.0,282.0,2026-01-27 12:46:00
2546,414,2026-01-27 12:15:00,MG Road,Koramangala,21.33,1.5,555.0,2026-01-27 13:18:00
2547,122,2026-01-27 12:30:00,Indiranagar,MG Road,6.22,1.0,143.0,2026-01-27 12:48:00
2548,510,2026-01-27 12:45:00,Koramangala,MG Road,22.74,1.0,391.0,2026-01-27 13:53:00
2549,483,2026-01-27 13:00:00,Indiranagar,MG Road,13.65,2.0,510.0,2026-01-27 13:40:00
2550,103,2026-01-27 13:15:00,MG Road,Indiranagar,3.54,1.0,103.0,2026-01-27 13:25:00
2551,227,2026-01-27 13:30:00,Indiranagar,Whitefield,5.25,1.0,129.0,2026-01-27 13:45:00
2552,397,2026-01-27 13:45:00,Jayanagar,Indiranagar,9.11,2.0,373.0,2026-01-27 14:12:00
2553,288,2026-01-27 14:00:00,Whitefield,Koramangala,3.0,1.0,95.0,2026-01-27 14:09:00
2554,462,2026-01-27 14:15:00,MG Road,MG Road,9.11,1.0,187.0,2026-01-27 14:42:00
2555,114,2026-01-27 14:30:00,MG Road,Jayanagar,3.38,1.5,151.0,2026-01-27 14:40:00
2556,559,2026-01-27 14:45:00,Indiranagar,Koramangala,7.43,1.0,161.0,2026-01-27 15:07:00
2557,566,2026-01-27 15:00:00,Jayanagar,Whitefield,8.11,1.0,172.0,2026-01-27 15:24:00
2558,112,2026-01-27 15:15:00,Indiranagar,Koramangala,24.87,1.0,423.0,2026-01-27 16:29:00
2559,187,2026-01-27 15:30:00,Indiranagar,Indiranagar,7.42,1.2,194.0,2026-01-27 15:52:00
2560,112,2026-01-27 15:45:00,MG Road,Jayanagar,7.5,1.0,162.0,2026-01-27 16:07:00
2561,497,2026-01-27 16:00:00,Indiranagar,Indiranagar,17.8,1.0,317.0,2026-01-27 16:53:00
2562,125,2026-01-27 16:15:00,Whitefield,MG Road,21.77,1.0,377.0,2026-01-27 17:20:00
2563,401,2026-01-27 16:30:00,Indiranagar,MG Road,10.9,1.0,214.0,2026-01-27 17:02:00
2564,343,2026-01-27 16:45:00,Whitefield,Koramangala,22.14,1.2,459.0,2026-01-27 17:51:00
2565,222,2026-01-27 17:00:00,MG Road,MG Road,9.82,1.0,197.0,2026-01-27 17:29:00
2566,247,2026-01-27 17:15:00,Jayanagar,MG Road,6.53,1.2,178.0,2026-01-27 17:34:00
2567,155,2026-01-27 17:30:00,Whitefield,Whitefield,9.58,1.0,194.0,2026-01-27 17:58:00
2568,338,2026-01-27 17:45:00,Jayanagar,Whitefield,16.02,1.0,290.0,2026-01-27 18:33:00
2569,456,2026-01-27 18:00:00,Jayanagar,Indiranagar,10.44,1.0,207.0,2026-01-27 18:31:00
2570,273,2026-01-27 18:15:00,Whitefield,Indiranagar,17.48,1.0,312.0,2026-01-27 19:07:00
2571,492,2026-01-27 18:30:00,MG Road,Whitefield,7.45,1.0,162.0,2026-01-27 18:52:00
2572,321,2026-01-27 18:45:00,Koramangala,Koramangala,18.12,1.2,386.0,2026-01-27 19:39:00
2573,219,2026-01-27 19:00:00,Jayanagar,Whitefield,9.99,1.2,240.0,2026-01-27 19:29:00
2574,409,2026-01-27 19:15:00,Jayanagar,Indiranagar,12.48,1.0,237.0,2026-01-27 19:52:00
2575,283,2026-01-27 19:30:00,MG Road,Jayanagar,14.83,1.2,327.0,2026-01-27 20:14:00
2576,388,2026-01-27 19:45:00,MG Road,MG Road,17.78,2.0,633.0,2026-01-27 20:38:00
2577,407,2026-01-27 20:00:00,Indiranagar,Jayanagar,7.49,1.0,162.0,2026-01-27 20:22:00
2578,400,2026-01-27 20:15:00,MG Road,Jayanagar,21.23,1.0,368.0,2026-01-27 21:18:00
2579,182,2026-01-27 20:30:00,Jayanagar,MG Road,18.6,1.2,395.0,2026-01-27 21:25:00
2580,554,2026-01-27 20:45:00,Whitefield,Whitefield,7.38,1.0,161.0,2026-01-27 21:07:00
2581,502,2026-01-27 21:00:00,Koramangala,Koramangala,24.42,1.2,500.0,2026-01-27 22:13:00
2582,311,2026-01-27 21:15:00,Indiranagar,Jayanagar,17.29,2.0,619.0,2026-01-27 22:06:00
2583,250,2026-01-27 21:30:00,Whitefield,Koramangala,12.41,1.0,236.0,2026-01-27 22:07:00
2584,137,2026-01-27 21:45:00,Koramangala,Indiranagar,5.62,1.5,201.0,2026-01-27 22:01:00
2585,452,2026-01-27 22:00:00,Koramangala,Jayanagar,14.26,1.0,264.0,2026-01-27 22:42:00
2586,412,2026-01-27 22:15:00,Koramangala,Indiranagar,5.79,1.0,137.0,2026-01-27 22:32:00
2587,461,2026-01-27 22:30:00,Whitefield,Whitefield,11.88,1.0,228.0,2026-01-27 23:05:00
2588,159,2026-01-27 22:45:00,Indiranagar,Jayanagar,11.4,1.0,221.0,2026-01-27 23:19:00
2589,231,2026-01-27 23:00:00,Indiranagar,Indiranagar,18.56,1.0,328.0,2026-01-27 23:55:00
2590,512,2026-01-27 23:15:00,Koramangala,Indiranagar,6.42,1.0,146.0,2026-01-27 23:34:00
2591,302,2026-01-27 23:30:00,Whitefield,Whitefield,20.9,1.2,436.0,2026-01-28 00:32:00
2592,343,2026-01-27 23:45:00,Koramangala,Koramangala,9.5,1.0,192.0,2026-01-28 00:13:00
2593,135,2026-01-28 00:00:00,MG Road,Koramangala,12.21,1.0,233.0,2026-01-28 00:36:00
2594,545,2026-01-28 00:15:00,Indiranagar,Jayanagar,19.76,1.0,346.0,2026-01-28 01:14:00
2595,193,2026-01-28 00:30:00,Jayanagar,Whitefield,16.38,1.0,296.0,2026-01-28 01:19:00
2596,538,2026-01-28 00:45:00,Koramangala,Jayanagar,9.08,1.0,186.0,2026-01-28 01:12:00
2597,547,2026-01-28 01:00:00,MG Road,Koramangala,10.88,1.2,256.0,2026-01-28 01:32:00
2598,307,2026-01-28 01:15:00,Indiranagar,Whitefield,9.03,1.0,185.0,2026-01-28 01:42:00
2599,453,2026-01-28 01:30:00,Whitefield,MG Road,15.68,1.2,342.0,2026-01-28 02:17:00
2600,491,2026-01-28 01:45:00,Indiranagar,Whitefield,9.65,1.0,195.0,2026-01-28 02:13:00
2601,432,2026-01-28 02:00:00,Whitefield,Whitefield,18.69,1.2,396.0,2026-01-28 02:56:00
2602,405,2026-01-28 02:15:00,Whitefield,MG Road,15.34,1.0,280.0,2026-01-28 03:01:00
2603,450,2026-01-28 02:30:00,Koramangala,Indiranagar,5.35,1.0,130.0,2026-01-28 02:46:00
2604,313,2026-01-28 02:45:00,Koramangala,Indiranagar,9.14,1.2,225.0,2026-01-28 03:12:00
2605,259,2026-01-28 03:00:00,Indiranagar,Indiranagar,7.09,1.0,156.0,2026-01-28 03:21:00
2606,542,2026-01-28 03:15:00,MG Road,Koramangala,10.98,1.5,322.0,2026-01-28 03:47:00
2607,545,2026-01-28 03:30:00,Indiranagar,Whitefield,13.87,1.2,310.0,2026-01-28 04:11:00
2608,124,2026-01-28 03:45:00,Jayanagar,MG Road,13.66,1.0,255.0,2026-01-28 04:25:00
2609,504,2026-01-28 04:00:00,Whitefield,Koramangala,19.35,1.5,510.0,2026-01-28 04:58:00
2610,393,2026-01-28 04:15:00,Whitefield,MG Road,6.35,1.5,218.0,2026-01-28 04:34:00
2611,104,2026-01-28 04:30:00,Koramangala,Koramangala,23.77,1.0,407.0,2026-01-28 05:41:00
2612,320,2026-01-28 04:45:00,MG Road,Koramangala,9.89,1.0,198.0,2026-01-28 05:14:00
2613,464,2026-01-28 05:00:00,Koramangala,Koramangala,8.91,1.0,184.0,2026-01-28 05:26:00
2614,482,2026-01-28 05:15:00,Jayanagar,MG Road,17.76,1.0,316.0,2026-01-28 06:08:00
2615,120,2026-01-28 05:30:00,Indiranagar,Jayanagar,20.53,1.0,358.0,2026-01-28 06:31:00
2616,544,2026-01-28 05:45:00,Indiranagar,Koramangala,10.7,1.2,253.0,2026-01-28 06:17:00
2617,252,2026-01-28 06:00:00,MG Road,Indiranagar,19.18,1.2,405.0,2026-01-28 06:57:00
2618,150,2026-01-28 06:15:00,Koramangala,Whitefield,22.33,1.2,462.0,2026-01-28 07:21:00
2619,277,2026-01-28 06:30:00,Koramangala,Jayanagar,19.64,1.2,414.0,2026-01-28 07:28:00
2620,535,2026-01-28 06:45:00,Jayanagar,Jayanagar,2.79,1.0,92.0,2026-01-28 06:53:00
2621,196,2026-01-28 07:00:00,Indiranagar,MG Road,21.03,1.0,365.0,2026-01-28 08:03:00
2622,205,2026-01-28 07:15:00,Koramangala,Jayanagar,19.81,1.2,417.0,2026-01-28 08:14:00
2623,520,2026-01-28 07:30:00,MG Road,MG Road,17.39,1.0,311.0,2026-01-28 08:22:00
2624,350,2026-01-28 07:45:00,Indiranagar,MG Road,19.48,1.2,411.0,2026-01-28 08:43:00
2625,217,2026-01-28 08:00:00,Jayanagar,Indiranagar,24.53,1.0,418.0,2026-01-28 09:13:00
2626,454,2026-01-28 08:15:00,MG Road,Koramangala,11.92,1.0,229.0,2026-01-28 08:50:00
2627,328,2026-01-28 08:30:00,Whitefield,Jayanagar,3.55,1.0,103.0,2026-01-28 08:40:00
2628,166,2026-01-28 08:45:00,Jayanagar,Koramangala,12.6,1.0,239.0,2026-01-28 09:22:00
2629,435,2026-01-28 09:00:00,MG Road,Koramangala,3.07,1.0,96.0,2026-01-28 09:09:00
2630,518,2026-01-28 09:15:00,Koramangala,Koramangala,8.77,1.0,182.0,2026-01-28 09:41:00
2631,520,2026-01-28 09:30:00,Whitefield,MG Road,15.5,1.0,282.0,2026-01-28 10:16:00
2632,362,2026-01-28 09:45:00,Jayanagar,Koramangala,9.12,1.0,187.0,2026-01-28 10:12:00
2633,395,2026-01-28 10:00:00,Koramangala,Jayanagar,17.76,1.0,316.0,2026-01-28 10:53:00
2634,526,2026-01-28 10:15:00,Whitefield,MG Road,20.91,1.0,364.0,2026-01-28 11:17:00
2635,343,2026-01-28 10:30:00,Indiranagar,Jayanagar,11.67,1.5,338.0,2026-01-28 11:05:00
2636,471,2026-01-28 10:45:00,Koramangala,MG Road,22.7,1.0,390.0,2026-01-28 11:53:00
2637,286,2026-01-28 11:00:00,MG Road,Whitefield,3.84,1.0,108.0,2026-01-28 11:11:00
2638,346,2026-01-28 11:15:00,Jayanagar,Whitefield,21.32,1.2,444.0,2026-01-28 12:18:00
2639,225,2026-01-28 11:30:00,Whitefield,Whitefield,21.06,1.5,549.0,2026-01-28 12:33:00
2640,368,2026-01-28 11:45:00,Koramangala,Whitefield,9.41,1.0,191.0,2026-01-28 12:13:00
2641,231,2026-01-28 12:00:00,Indiranagar,MG Road,8.87,1.0,183.0,2026-01-28 12:26:00
2642,337,2026-01-28 12:15:00,Jayanagar,Koramangala,9.02,1.0,185.0,2026-01-28 12:42:00
2643,118,2026-01-28 12:30:00,Jayanagar,Indiranagar,20.66,1.0,360.0,2026-01-28 13:31:00
2644,140,2026-01-28 12:45:00,Koramangala,Indiranagar,21.13,1.2,440.0,2026-01-28 13:48:00
2645,121,2026-01-28 13:00:00,Indiranagar,Whitefield,9.58,2.0,387.0,2026-01-28 13:28:00
2646,499,2026-01-28 13:15:00,Whitefield,Koramangala,15.63,1.2,341.0,2026-01-28 14:01:00
2647,325,2026-01-28 13:30:00,Koramangala,Jayanagar,5.2,2.0,256.0,2026-01-28 13:45:00
2648,455,2026-01-28 13:45:00,Whitefield,Koramangala,12.78,1.0,242.0,2026-01-28 14:23:00
2649,382,2026-01-28 14:00:00,Jayanagar,Jayanagar,24.97,1.5,637.0,2026-01-28 15:14:00
2650,108,2026-01-28 14:15:00,Whitefield,Indiranagar,5.65,1.0,135.0,2026-01-28 14:31:00
2651,200,2026-01-28 14:30:00,Indiranagar,Koramangala,23.79,1.0,407.0,2026-01-28 15:41:00
2652,340,2026-01-28 14:45:00,MG Road,Koramangala,20.96,1.2,437.0,2026-01-28 15:47:00
2653,578,2026-01-28 15:00:00,Indiranagar,Indiranagar,24.36,1.0,415.0,2026-01-28 16:13:00
2654,187,2026-01-28 15:15:00,Whitefield,Koramangala,6.13,1.0,142.0,2026-01-28 15:33:00
2655,398,2026-01-28 15:30:00,Koramangala,Jayanagar,6.91,1.2,184.0,2026-01-28 15:50:00
2656,528,2026-01-28 15:45:00,Jayanagar,Koramangala,2.39,1.0,86.0,2026-01-28 15:52:00
2657,114,2026-01-28 16:00:00,MG Road,Jayanagar,18.67,1.0,330.0,2026-01-28 16:56:00
2658,434,2026-01-28 16:15:00,Koramangala,Whitefield,16.81,1.0,302.0,2026-01-28 17:05:00
2659,102,2026-01-28 16:30:00,Koramangala,Koramangala,6.1,1.2,170.0,2026-01-28 16:48:00
2660,475,2026-01-28 16:45:00,Indiranagar,Jayanagar,20.2,1.0,353.0,2026-01-28 17:45:00
2661,393,2026-01-28 17:00:00,Whitefield,Indiranagar,8.88,1.0,183.0,2026-01-28 17:26:00
2662,425,2026-01-28 17:15:00,Indiranagar,Whitefield,5.1,1.0,126.0,2026-01-28 17:30:00
2663,522,2026-01-28 17:30:00,Whitefield,Koramangala,11.72,1.2,271.0,2026-01-28 18:05:00
2664,593,2026-01-28 17:45:00,Indiranagar,Jayanagar,4.09,1.2,134.0,2026-01-28 17:57:00
2665,141,2026-01-28 18:00:00,Koramangala,Koramangala,8.05,1.0,171.0,2026-01-28 18:24:00
2666,418,2026-01-28 18:15:00,Jayanagar,Jayanagar,10.54,1.0,208.0,2026-01-28 18:46:00
2667,416,2026-01-28 18:30:00,Whitefield,Koramangala,21.59,1.0,374.0,2026-01-28 19:34:00
2668,481,2026-01-28 18:45:00,MG Road,Whitefield,20.23,1.0,353.0,2026-01-28 19:45:00
2669,211,2026-01-28 19:00:00,MG Road,Whitefield,12.18,1.0,233.0,2026-01-28 19:36:00
2670,114,2026-01-28 19:15:00,Koramangala,Koramangala,18.67,1.0,330.0,2026-01-28 20:11:00
2671,331,2026-01-28 19:30:00,Indiranagar,Koramangala,15.08,1.2,331.0,2026-01-28 20:15:00
2672,573,2026-01-28 19:45:00,Indiranagar,MG Road,9.84,1.5,296.0,2026-01-28 20:14:00
2673,184,2026-01-28 20:00:00,Koramangala,Koramangala,18.7,1.0,330.0,2026-01-28 20:56:00
2674,230,2026-01-28 20:15:00,MG Road,Koramangala,17.72,1.0,316.0,2026-01-28 21:08:00
2675,331,2026-01-28 20:30:00,MG Road,Whitefield,16.24,1.0,294.0,2026-01-28 21:18:00
2676,426,2026-01-28 20:45:00,Indiranagar,Koramangala,16.21,1.0,293.0,2026-01-28 21:33:00
2677,245,2026-01-28 21:00:00,Whitefield,Indiranagar,17.71,1.0,316.0,2026-01-28 21:53:00
2678,479,2026-01-28 21:15:00,Jayanagar,Koramangala,10.84,1.0,213.0,2026-01-28 21:47:00
2679,445,2026-01-28 21:30:00,Whitefield,MG Road,21.99,1.0,380.0,2026-01-28 22:35:00
2680,128,2026-01-28 21:45:00,MG Road,Jayanagar,5.73,1.0,136.0,2026-01-28 22:02:00
2681,166,2026-01-28 22:00:00,Whitefield,Whitefield,22.33,1.2,462.0,2026-01-28 23:06:00
2682,263,2026-01-28 22:15:00,Jayanagar,Indiranagar,9.87,1.0,198.0,2026-01-28 22:44:00
2683,329,2026-01-28 22:30:00,Whitefield,Jayanagar,4.88,1.0,123.0,2026-01-28 22:44:00
2684,361,2026-01-28 22:45:00,Whitefield,Indiranagar,15.8,1.0,287.0,2026-01-28 23:32:00
2685,549,2026-01-28 23:00:00,Whitefield,Whitefield,10.65,1.5,315.0,2026-01-28 23:31:00
2686,524,2026-01-28 23:15:00,Whitefield,MG Road,20.76,1.0,361.0,2026-01-29 00:17:00
2687,560,2026-01-28 23:30:00,Koramangala,Whitefield,11.91,1.0,229.0,2026-01-29 00:05:00
2688,540,2026-01-28 23:45:00,MG Road,Indiranagar,17.38,1.2,373.0,2026-01-29 00:37:00
2689,264,2026-01-29 00:00:00,Jayanagar,Indiranagar,9.09,1.5,280.0,2026-01-29 00:27:00
2690,401,2026-01-29 00:15:00,MG Road,Whitefield,6.82,1.2,183.0,2026-01-29 00:35:00
2691,507,2026-01-29 00:30:00,Koramangala,Koramangala,10.93,1.0,214.0,2026-01-29 01:02:00
2692,403,2026-01-29 00:45:00,Koramangala,Whitefield,15.96,1.5,434.0,2026-01-29 01:32:00
2693,387,2026-01-29 01:00:00,Koramangala,MG Road,17.11,1.2,368.0,2026-01-29 01:51:00
2694,495,2026-01-29 01:15:00,Koramangala,Whitefield,15.3,1.2,335.0,2026-01-29 02:00:00
2695,110,2026-01-29 01:30:00,Whitefield,Jayanagar,24.73,1.0,421.0,2026-01-29 02:44:00
2696,295,2026-01-29 01:45:00,MG Road,Koramangala,17.9,1.0,318.0,2026-01-29 02:38:00
2697,218,2026-01-29 02:00:00,Indiranagar,Jayanagar,23.42,1.2,482.0,2026-01-29 03:10:00
2698,370,2026-01-29 02:15:00,Jayanagar,Whitefield,4.71,1.5,181.0,2026-01-29 02:29:00
2699,180,2026-01-29 02:30:00,Koramangala,Koramangala,3.41,1.2,121.0,2026-01-29 02:40:00
2700,558,2026-01-29 02:45:00,MG Road,Jayanagar,9.15,1.5,281.0,2026-01-29 03:12:00
2701,193,2026-01-29 03:00:00,Koramangala,Jayanagar,5.14,1.0,127.0,2026-01-29 03:15:00
2702,366,2026-01-29 03:15:00,Koramangala,Koramangala,14.09,1.0,261.0,2026-01-29 03:57:00
2703,432,2026-01-29 03:30:00,Koramangala,Koramangala,13.94,1.2,311.0,2026-01-29 04:11:00
2704,450,2026-01-29 03:45:00,Koramangala,Indiranagar,15.23,1.2,334.0,2026-01-29 04:30:00
2705,461,2026-01-29 04:00:00,Koramangala,Koramangala,19.14,1.2,405.0,2026-01-29 04:57:00
2706,357,2026-01-29 04:15:00,Jayanagar,Whitefield,24.34,1.5,623.0,2026-01-29 05:28:00
2707,233,2026-01-29 04:30:00,MG Road,MG Road,22.2,1.0,383.0,2026-01-29 05:36:00
2708,376,2026-01-29 04:45:00,Koramangala,Indiranagar,4.72,1.0,121.0,2026-01-29 04:59:00
2709,364,2026-01-29 05:00:00,Koramangala,Koramangala,9.79,1.5,295.0,2026-01-29 05:29:00
2710,271,2026-01-29 05:15:00,Koramangala,MG Road,7.88,1.0,168.0,2026-01-29 05:38:00
2711,560,2026-01-29 05:30:00,Koramangala,Indiranagar,6.07,1.2,169.0,2026-01-29 05:48:00
2712,101,2026-01-29 05:45:00,Whitefield,Whitefield,14.53,1.5,402.0,2026-01-29 06:28:00
2713,413,2026-01-29 06:00:00,Whitefield,MG Road,14.73,1.0,271.0,2026-01-29 06:44:00
2714,164,2026-01-29 06:15:00,Indiranagar,Koramangala,7.23,1.5,238.0,2026-01-29 06:36:00
2715,474,2026-01-29 06:30:00,Koramangala,Koramangala,18.37,1.0,326.0,2026-01-29 07:25:00
2716,568,2026-01-29 06:45:00,Indiranagar,Whitefield,18.86,1.2,399.0,2026-01-29 07:41:00
2717,384,2026-01-29 07:00:00,Jayanagar,Indiranagar,2.48,1.0,87.0,2026-01-29 07:07:00
2718,221,2026-01-29 07:15:00,Indiranagar,MG Road,11.1,1.2,260.0,2026-01-29 07:48:00
2719,207,2026-01-29 07:30:00,MG Road,Whitefield,22.47,1.2,464.0,2026-01-29 08:37:00
2720,521,2026-01-29 07:45:00,Whitefield,Indiranagar,13.97,1.0,260.0,2026-01-29 08:26:00
2721,275,2026-01-29 08:00:00,Whitefield,Jayanagar,10.0,1.2,240.0,2026-01-29 08:30:00
2722,585,2026-01-29 08:15:00,Koramangala,Jayanagar,7.83,1.5,251.0,2026-01-29 08:38:00
2723,304,2026-01-29 08:30:00,Koramangala,Indiranagar,7.6,1.2,197.0,2026-01-29 08:52:00
2724,265,2026-01-29 08:45:00,Jayanagar,Koramangala,4.29,2.0,229.0,2026-01-29 08:57:00
2725,405,2026-01-29 09:00:00,Jayanagar,Koramangala,20.8,1.0,362.0,2026-01-29 10:02:00
2726,597,2026-01-29 09:15:00,MG Road,Jayanagar,3.99,1.0,110.0,2026-01-29 09:26:00
2727,220,2026-01-29 09:30:00,Koramangala,Koramangala,8.72,1.0,181.0,2026-01-29 09:56:00
2728,144,2026-01-29 09:45:00,Koramangala,Koramangala,3.05,2.0,192.0,2026-01-29 09:54:00
2729,412,2026-01-29 10:00:00,Jayanagar,Indiranagar,19.97,1.0,350.0,2026-01-29 10:59:00
2730,256,2026-01-29 10:15:00,Jayanagar,Indiranagar,2.9,1.0,94.0,2026-01-29 10:23:00
2731,467,2026-01-29 10:30:00,Jayanagar,Koramangala,9.09,1.0,186.0,2026-01-29 10:57:00
2732,307,2026-01-29 10:45:00,Whitefield,Indiranagar,15.19,1.0,278.0,2026-01-29 11:30:00
2733,490,2026-01-29 11:00:00,Indiranagar,MG Road,11.42,1.5,332.0,2026-01-29 11:34:00
