trip_id,driver_id,pickup_time,pickup_zone,drop_zone,distance_km,surge_multiplier,fare,pickup_hour,day_of_week,month
1594,190,2026-01-17 14:15:00,Jayanagar,Indiranagar,20.23,1.2,424.0,14,6,01
1595,175,2026-01-17 14:30:00,Koramangala,MG Road,8.56,1.0,178.0,14,6,01
1596,394,2026-01-17 14:45:00,Indiranagar,Jayanagar,2.23,1.0,83.0,14,6,01
1597,486,2026-01-17 15:00:00,MG Road,Whitefield,20.51,1.0,358.0,15,6,01
1598,491,2026-01-17 15:15:00,MG Road,MG Road,13.9,1.0,258.0,15,6,01
1599,310,2026-01-17 15:30:00,Koramangala,MG Road,17.76,1.0,316.0,15,6,01
1600,575,2026-01-17 15:45:00,Jayanagar,Indiranagar,23.04,1.0,396.0,15,6,01
1601,518,2026-01-17 16:00:00,Whitefield,Whitefield,14.45,1.0,267.0,16,6,01
1602,447,2026-01-17 16:15:00,Jayanagar,Indiranagar,13.57,1.0,254.0,16,6,01
1603,117,2026-01-17 16:30:00,Jayanagar,Koramangala,8.69,1.2,216.0,16,6,01
1604,228,2026-01-17 16:45:00,Jayanagar,MG Road,9.02,1.0,185.0,16,6,01
1605,527,2026-01-17 17:00:00,Koramangala,Koramangala,20.32,1.0,355.0,17,6,01
1606,543,2026-01-17 17:15:00,Koramangala,Indiranagar,12.33,1.0,235.0,17,6,01
1607,464,2026-01-17 17:30:00,Whitefield,Jayanagar,5.76,1.0,136.0,17,6,01
1608,351,2026-01-17 17:45:00,Jayanagar,MG Road,4.17,1.2,135.0,17,6,01
1609,279,2026-01-17 18:00:00,Koramangala,Jayanagar,12.88,1.5,365.0,18,6,01
1610,282,2026-01-17 18:15:00,Whitefield,Whitefield,12.69,1.5,361.0,18,6,01
1611,252,2026-01-17 18:30:00,Whitefield,MG Road,17.03,1.0,305.0,18,6,01
1612,125,2026-01-17 18:45:00,Jayanagar,Koramangala,12.83,1.0,242.0,18,6,01
1613,555,2026-01-17 19:00:00,Indiranagar,Jayanagar,5.3,1.0,130.0,19,6,01
1614,280,2026-01-17 19:15:00,Jayanagar,Whitefield,13.68,2.0,510.0,19,6,01
1615,298,2026-01-17 19:30:00,Indiranagar,MG Road,22.86,1.2,471.0,19,6,01
1616,444,2026-01-17 19:45:00,Whitefield,Whitefield,5.67,1.0,135.0,19,6,01
1617,261,2026-01-17 20:00:00,Koramangala,Koramangala,17.86,1.0,318.0,20,6,01
1618,277,2026-01-17 20:15:00,MG Road,MG Road,15.66,1.0,285.0,20,6,01
1619,385,2026-01-17 20:30:00,Whitefield,Whitefield,19.22,1.0,338.0,20,6,01
1620,163,2026-01-17 20:45:00,Koramangala,Indiranagar,5.46,1.5,198.0,20,6,01
1621,591,2026-01-17 21:00:00,Whitefield,MG Road,23.66,1.0,405.0,21,6,01
1622,250,2026-01-17 21:15:00,Jayanagar,MG Road,16.28,1.2,353.0,21,6,01
1623,254,2026-01-17 21:30:00,Indiranagar,MG Road,21.48,1.0,372.0,21,6,01
1624,256,2026-01-17 21:45:00,Whitefield,MG Road,7.67,1.0,165.0,21,6,01
1625,470,2026-01-17 22:00:00,Koramangala,Indiranagar,19.01,1.0,335.0,22,6,01
1626,569,2026-01-17 22:15:00,Jayanagar,Koramangala,19.96,1.2,419.0,22,6,01
1627,149,2026-01-17 22:30:00,MG Road,Indiranagar,11.14,1.0,217.0,22,6,01
1628,555,2026-01-17 22:45:00,Jayanagar,Indiranagar,10.83,1.0,212.0,22,6,01
1629,437,2026-01-17 23:00:00,Indiranagar,Whitefield,17.13,1.5,460.0,23,6,01
1630,184,2026-01-17 23:15:00,Jayanagar,Jayanagar,4.15,1.0,112.0,23,6,01
1631,461,2026-01-17 23:30:00,MG Road,Jayanagar,18.92,1.0,334.0,23,6,01
1632,277,2026-01-17 23:45:00,Koramangala,Whitefield,2.99,1.0,95.0,23,6,01
1633,248,2026-01-18 00:00:00,Whitefield,Indiranagar,6.38,1.2,175.0,00,0,01
1634,218,2026-01-18 00:15:00,Indiranagar,Whitefield,17.28,1.0,309.0,00,0,01
1635,442,2026-01-18 00:30:00,MG Road,MG Road,4.26,1.2,137.0,00,0,01
1636,576,2026-01-18 00:45:00,Indiranagar,Whitefield,24.35,1.0,415.0,00,0,01
1637,163,2026-01-18 01:00:00,Jayanagar,Whitefield,21.97,1.0,380.0,01,0,01
1638,289,2026-01-18 01:15:00,Indiranagar,MG Road,16.4,1.2,355.0,01,0,01
1639,460,2026-01-18 01:30:00,MG Road,Jayanagar,20.84,1.2,435.0,01,0,01
1640,149,2026-01-18 01:45:00,Whitefield,MG Road,22.41,1.5,579.0,01,0,01
1641,427,2026-01-18 02:00:00,Whitefield,Koramangala,7.97,1.0,170.0,02,0,01
1642,357,2026-01-18 02:15:00,Indiranagar,Whitefield,21.54,1.0,373.0,02,0,01
1643,324,2026-01-18 02:30:00,Koramangala,Whitefield,6.48,1.2,177.0,02,0,01
1644,241,2026-01-18 02:45:00,Indiranagar,Jayanagar,11.51,1.0,223.0,02,0,01
1645,578,2026-01-18 03:00:00,Jayanagar,Indiranagar,14.84,1.0,273.0,03,0,01
1646,315,2026-01-18 03:15:00,Whitefield,MG Road,18.42,1.0,326.0,03,0,01
1647,535,2026-01-18 03:30:00,Whitefield,Indiranagar,2.69,1.0,90.0,03,0,01
1648,479,2026-01-18 03:45:00,Whitefield,Koramangala,8.68,1.0,180.0,03,0,01
1649,540,2026-01-18 04:00:00,Koramangala,MG Road,16.0,1.5,435.0,04,0,01
1650,311,2026-01-18 04:15:00,Koramangala,Koramangala,10.22,1.5,305.0,04,0,01
1651,418,2026-01-18 04:30:00,MG Road,Koramangala,19.83,1.5,521.0,04,0,01
1652,132,2026-01-18 04:45:00,Indiranagar,Koramangala,16.99,2.0,610.0,04,0,01
1653,258,2026-01-18 05:00:00,Indiranagar,MG Road,7.39,1.0,161.0,05,0,01
1654,385,2026-01-18 05:15:00,Jayanagar,MG Road,5.36,1.0,130.0,05,0,01
1655,405,2026-01-18 05:30:00,Whitefield,Jayanagar,16.47,1.0,297.0,05,0,01
1656,529,2026-01-18 05:45:00,Koramangala,Whitefield,12.36,1.5,353.0,05,0,01
1657,577,2026-01-18 06:00:00,Jayanagar,Indiranagar,5.89,1.0,138.0,06,0,01
1658,386,2026-01-18 06:15:00,Jayanagar,Indiranagar,9.51,1.0,193.0,06,0,01
1659,244,2026-01-18 06:30:00,Koramangala,Koramangala,8.97,1.0,185.0,06,0,01
1660,524,2026-01-18 06:45:00,Indiranagar,MG Road,4.49,1.0,117.0,06,0,01
1661,119,2026-01-18 07:00:00,Whitefield,MG Road,14.58,1.0,269.0,07,0,01
1662,118,2026-01-18 07:15:00,Indiranagar,Koramangala,19.56,1.0,343.0,07,0,01
1663,357,2026-01-18 07:30:00,Jayanagar,Whitefield,15.24,1.5,418.0,07,0,01
1664,178,2026-01-18 07:45:00,Whitefield,Indiranagar,21.0,1.0,365.0,07,0,01
1665,471,2026-01-18 08:00:00,MG Road,Jayanagar,4.93,2.0,248.0,08,0,01
1666,275,2026-01-18 08:15:00,Jayanagar,Whitefield,12.02,1.0,230.0,08,0,01
1667,598,2026-01-18 08:30:00,Indiranagar,MG Road,16.02,1.5,435.0,08,0,01
1668,294,2026-01-18 08:45:00,Indiranagar,Koramangala,17.55,1.0,313.0,08,0,01
1669,576,2026-01-18 09:00:00,Indiranagar,Indiranagar,18.0,1.2,384.0,09,0,01
1670,213,2026-01-18 09:15:00,Koramangala,Koramangala,18.77,1.0,332.0,09,0,01
1671,214,2026-01-18 09:30:00,Jayanagar,MG Road,16.98,1.2,366.0,09,0,01
1672,322,2026-01-18 09:45:00,Whitefield,Koramangala,4.17,1.5,169.0,09,0,01
1673,266,2026-01-18 10:00:00,Indiranagar,Indiranagar,17.99,1.0,320.0,10,0,01
1674,535,2026-01-18 10:15:00,Indiranagar,Koramangala,18.67,1.0,330.0,10,0,01
1675,419,2026-01-18 10:30:00,Koramangala,Indiranagar,24.85,1.0,423.0,10,0,01
1676,232,2026-01-18 10:45:00,Whitefield,Koramangala,17.95,1.0,319.0,10,0,01
1677,485,2026-01-18 11:00:00,Jayanagar,Koramangala,17.8,1.0,317.0,11,0,01
1678,364,2026-01-18 11:15:00,MG Road,Indiranagar,13.84,1.2,309.0,11,0,01
1679,513,2026-01-18 11:30:00,Koramangala,Koramangala,21.96,1.0,379.0,11,0,01
1680,155,2026-01-18 11:45:00,Jayanagar,Whitefield,24.93,1.2,509.0,11,0,01
1681,459,2026-01-18 12:00:00,MG Road,Jayanagar,19.92,1.5,523.0,12,0,01
1682,231,2026-01-18 12:15:00,Indiranagar,Whitefield,16.09,1.2,350.0,12,0,01
1683,388,2026-01-18 12:30:00,Indiranagar,Jayanagar,3.82,1.0,107.0,12,0,01
1684,366,2026-01-18 12:45:00,Whitefield,Whitefield,18.72,1.0,331.0,12,0,01
1685,558,2026-01-18 13:00:00,MG Road,Jayanagar,18.3,1.0,324.0,13,0,01
1686,567,2026-01-18 13:15:00,Indiranagar,Koramangala,19.84,1.0,348.0,13,0,01
1687,466,2026-01-18 13:30:00,Indiranagar,Indiranagar,4.86,1.0,123.0,13,0,01
1688,262,2026-01-18 13:45:00,Whitefield,Indiranagar,17.04,1.5,458.0,13,0,01
1689,480,2026-01-18 14:00:00,Jayanagar,MG Road,8.8,1.2,218.0,14,0,01
1690,581,2026-01-18 14:15:00,Indiranagar,Jayanagar,19.49,1.0,342.0,14,0,01
1691,187,2026-01-18 14:30:00,Koramangala,MG Road,7.53,1.0,163.0,14,0,01
1692,155,2026-01-18 14:45:00,Koramangala,MG Road,17.73,1.0,316.0,14,0,01
1693,576,2026-01-18 15:00:00,Jayanagar,Jayanagar,8.78,2.0,363.0,15,0,01
1694,388,2026-01-18 15:15:00,MG Road,Indiranagar,2.21,2.0,166.0,15,0,01
1695,278,2026-01-18 15:30:00,Whitefield,Jayanagar,16.57,1.0,299.0,15,0,01
1696,491,2026-01-18 15:45:00,Koramangala,Koramangala,4.61,1.0,119.0,15,0,01
1697,449,2026-01-18 16:00:00,Koramangala,MG Road,17.16,1.0,307.0,16,0,01
1698,108,2026-01-18 16:15:00,Jayanagar,MG Road,23.29,1.0,399.0,16,0,01
1699,421,2026-01-18 16:30:00,MG Road,Jayanagar,24.29,1.0,414.0,16,0,01
1700,413,2026-01-18 16:45:00,MG Road,MG Road,7.43,1.2,194.0,16,0,01
1701,347,2026-01-18 17:00:00,Jayanagar,Indiranagar,20.61,1.0,359.0,17,0,01
1702,423,2026-01-18 17:15:00,Koramangala,MG Road,10.13,1.2,242.0,17,0,01
1703,572,2026-01-18 17:30:00,Whitefield,Jayanagar,22.71,1.0,391.0,17,0,01
1704,571,2026-01-18 17:45:00,Koramangala,Indiranagar,20.11,1.2,422.0,17,0,01
1705,543,2026-01-18 18:00:00,MG Road,Indiranagar,3.7,1.2,127.0,18,0,01
1706,355,2026-01-18 18:15:00,Koramangala,MG Road,11.36,1.0,220.0,18,0,01
1707,428,2026-01-18 18:30:00,Whitefield,Jayanagar,9.76,1.2,236.0,18,0,01
1708,154,2026-01-18 18:45:00,Indiranagar,MG Road,20.06,1.0,351.0,18,0,01
1709,349,2026-01-18 19:00:00,Koramangala,Koramangala,11.44,1.0,222.0,19,0,01
1710,339,2026-01-18 19:15:00,Jayanagar,Koramangala,17.75,1.0,316.0,19,0,01
1711,329,2026-01-18 19:30:00,Indiranagar,Indiranagar,15.86,1.0,288.0,19,0,01
1712,167,2026-01-18 19:45:00,Jayanagar,MG Road,24.44,1.0,417.0,19,0,01
1713,151,2026-01-18 20:00:00,Jayanagar,Koramangala,23.57,1.2,484.0,20,0,01
1714,197,2026-01-18 20:15:00,Jayanagar,Whitefield,11.84,1.0,228.0,20,0,01
1715,192,2026-01-18 20:30:00,Koramangala,Koramangala,18.64,1.0,330.0,20,0,01
1716,595,2026-01-18 20:45:00,MG Road,MG Road,21.08,1.5,549.0,20,0,01
1717,364,2026-01-18 21:00:00,Indiranagar,MG Road,22.67,1.2,468.0,21,0,01
1718,518,2026-01-18 21:15:00,Whitefield,Koramangala,3.57,1.0,104.0,21,0,01
1719,391,2026-01-18 21:30:00,MG Road,MG Road,8.95,1.0,184.0,21,0,01
1720,196,2026-01-18 21:45:00,Koramangala,MG Road,9.37,1.0,191.0,21,0,01
1721,188,2026-01-18 22:00:00,Jayanagar,Whitefield,11.99,1.0,230.0,22,0,01
1722,178,2026-01-18 22:15:00,Whitefield,Indiranagar,5.89,1.5,208.0,22,0,01
1723,388,2026-01-18 22:30:00,Indiranagar,MG Road,13.41,1.0,251.0,22,0,01
1724,220,2026-01-18 22:45:00,MG Road,Jayanagar,17.25,1.0,309.0,22,0,01
1725,402,2026-01-18 23:00:00,MG Road,Indiranagar,13.44,2.0,503.0,23,0,01
1726,591,2026-01-18 23:15:00,Whitefield,Indiranagar,17.31,1.2,372.0,23,0,01
1727,500,2026-01-18 23:30:00,Koramangala,Jayanagar,3.53,1.0,103.0,23,0,01
1728,552,2026-01-18 23:45:00,Indiranagar,Koramangala,22.15,1.2,459.0,23,0,01
1729,265,2026-01-19 00:00:00,Whitefield,Whitefield,23.6,1.5,606.0,00,1,01
1730,282,2026-01-19 00:15:00,Jayanagar,MG Road,16.21,1.0,293.0,00,1,01
1731,569,2026-01-19 00:30:00,Indiranagar,Koramangala,22.27,1.5,576.0,00,1,01
1732,498,2026-01-19 00:45:00,MG Road,Jayanagar,5.02,1.0,125.0,00,1,01
1733,323,2026-01-19 01:00:00,Whitefield,Whitefield,20.34,1.5,533.0,01,1,01
1734,411,2026-01-19 01:15:00,MG Road,Whitefield,4.74,2.0,242.0,01,1,01
1735,532,2026-01-19 01:30:00,MG Road,Whitefield,11.38,1.0,221.0,01,1,01
1736,566,2026-01-19 01:45:00,MG Road,Jayanagar,9.45,1.2,230.0,01,1,01
1737,107,2026-01-19 02:00:00,Koramangala,Koramangala,15.47,1.2,338.0,02,1,01
1738,430,2026-01-19 02:15:00,MG Road,MG Road,8.93,1.2,221.0,02,1,01
1739,363,2026-01-19 02:30:00,Jayanagar,Whitefield,16.66,1.5,450.0,02,1,01
1740,261,2026-01-19 02:45:00,Jayanagar,Whitefield,10.45,1.0,207.0,02,1,01
1741,251,2026-01-19 03:00:00,Indiranagar,Koramangala,21.8,1.2,452.0,03,1,01
1742,185,2026-01-19 03:15:00,MG Road,Whitefield,16.58,1.2,358.0,03,1,01
1743,247,2026-01-19 03:30:00,MG Road,Whitefield,6.95,1.2,185.0,03,1,01
1744,212,2026-01-19 03:45:00,Whitefield,Jayanagar,9.73,1.2,235.0,03,1,01
1745,481,2026-01-19 04:00:00,Koramangala,Indiranagar,21.49,1.0,372.0,04,1,01
1746,503,2026-01-19 04:15:00,Indiranagar,Koramangala,10.89,1.0,213.0,04,1,01
1747,136,2026-01-19 04:30:00,MG Road,Koramangala,14.32,1.5,397.0,04,1,01
1748,385,2026-01-19 04:45:00,Whitefield,Koramangala,16.93,1.5,456.0,04,1,01
1749,288,2026-01-19 05:00:00,Koramangala,Jayanagar,10.0,1.0,200.0,05,1,01
1750,182,2026-01-19 05:15:00,Indiranagar,Jayanagar,8.76,1.0,181.0,05,1,01
1751,102,2026-01-19 05:30:00,Indiranagar,MG Road,12.93,1.5,366.0,05,1,01
1752,485,2026-01-19 05:45:00,MG Road,Jayanagar,6.94,1.2,185.0,05,1,01
1753,403,2026-01-19 06:00:00,Indiranagar,Koramangala,8.54,1.2,214.0,06,1,01
1754,297,2026-01-19 06:15:00,Whitefield,MG Road,3.43,1.0,101.0,06,1,01
1755,504,2026-01-19 06:30:00,Indiranagar,Indiranagar,8.99,1.2,222.0,06,1,01
1756,111,2026-01-19 06:45:00,Jayanagar,Whitefield,9.38,1.2,229.0,06,1,01
1757,334,2026-01-19 07:00:00,Whitefield,Whitefield,24.12,1.2,494.0,07,1,01
1758,486,2026-01-19 07:15:00,Koramangala,MG Road,15.56,1.2,340.0,07,1,01
1759,295,2026-01-19 07:30:00,Koramangala,Indiranagar,20.11,1.0,352.0,07,1,01
1760,571,2026-01-19 07:45:00,MG Road,Whitefield,3.04,2.0,191.0,07,1,01
1761,219,2026-01-19 08:00:00,MG Road,MG Road,4.45,1.2,140.0,08,1,01
1762,496,2026-01-19 08:15:00,Jayanagar,Jayanagar,20.73,1.0,361.0,08,1,01
1763,120,2026-01-19 08:30:00,Koramangala,Koramangala,16.34,1.5,443.0,08,1,01
1764,361,2026-01-19 08:45:00,Koramangala,Indiranagar,6.39,1.5,219.0,08,1,01
1765,393,2026-01-19 09:00:00,Koramangala,Whitefield,11.31,1.5,329.0,09,1,01
1766,522,2026-01-19 09:15:00,Koramangala,Koramangala,14.39,1.0,266.0,09,1,01
1767,356,2026-01-19 09:30:00,Indiranagar,MG Road,21.4,1.0,371.0,09,1,01
1768,322,2026-01-19 09:45:00,Whitefield,Whitefield,3.39,1.0,101.0,09,1,01
1769,493,2026-01-19 10:00:00,Whitefield,Koramangala,15.72,1.0,286.0,10,1,01
1770,326,2026-01-19 10:15:00,Jayanagar,Jayanagar,18.49,1.0,327.0,10,1,01
1771,153,2026-01-19 10:30:00,Indiranagar,Indiranagar,24.49,1.0,417.0,10,1,01
1772,528,2026-01-19 10:45:00,Koramangala,MG Road,20.56,1.0,358.0,10,1,01
1773,455,2026-01-19 11:00:00,Koramangala,Whitefield,8.35,1.5,263.0,11,1,01
1774,442,2026-01-19 11:15:00,MG Road,Jayanagar,18.32,1.0,325.0,11,1,01
1775,464,2026-01-19 11:30:00,MG Road,Indiranagar,19.56,1.0,343.0,11,1,01
1776,380,2026-01-19 11:45:00,Jayanagar,Indiranagar,18.78,1.0,332.0,11,1,01
1777,181,2026-01-19 12:00:00,Koramangala,Jayanagar,20.86,1.0,363.0,12,1,01
1778,302,2026-01-19 12:15:00,Jayanagar,Whitefield,22.79,1.5,588.0,12,1,01
1779,258,2026-01-19 12:30:00,Indiranagar,Indiranagar,4.26,1.0,114.0,12,1,01
1780,220,2026-01-19 12:45:00,Whitefield,MG Road,4.41,1.2,139.0,12,1,01
1781,159,2026-01-19 13:00:00,Koramangala,Koramangala,20.32,1.2,426.0,13,1,01
1782,594,2026-01-19 13:15:00,Indiranagar,MG Road,7.8,1.0,167.0,13,1,01
1783,315,2026-01-19 13:30:00,Koramangala,Indiranagar,3.35,1.0,100.0,13,1,01
1784,228,2026-01-19 13:45:00,MG Road,Koramangala,11.23,1.0,218.0,13,1,01
1785,324,2026-01-19 14:00:00,Jayanagar,Jayanagar,20.86,1.0,363.0,14,1,01
1786,309,2026-01-19 14:15:00,MG Road,Koramangala,4.91,1.0,124.0,14,1,01
1787,470,2026-01-19 14:30:00,Whitefield,Koramangala,17.45,1.2,374.0,14,1,01
1788,215,2026-01-19 14:45:00,MG Road,Koramangala,2.08,1.0,81.0,14,1,01
1789,309,2026-01-19 15:00:00,Koramangala,Indiranagar,4.52,1.0,118.0,15,1,01
1790,114,2026-01-19 15:15:00,MG Road,Whitefield,10.07,1.0,201.0,15,1,01
1791,109,2026-01-19 15:30:00,Koramangala,Indiranagar,3.92,1.2,131.0,15,1,01
1792,140,2026-01-19 15:45:00,Whitefield,Whitefield,21.46,1.0,372.0,15,1,01
1793,550,2026-01-19 16:00:00,MG Road,Jayanagar,21.87,1.0,378.0,16,1,01
1794,337,2026-01-19 16:15:00,Jayanagar,Jayanagar,19.38,1.2,409.0,16,1,01
1795,381,2026-01-19 16:30:00,Jayanagar,Jayanagar,7.58,1.0,164.0,16,1,01
1796,459,2026-01-19 16:45:00,Jayanagar,Jayanagar,14.03,1.0,260.0,16,1,01
1797,301,2026-01-19 17:00:00,MG Road,Jayanagar,6.24,1.0,144.0,17,1,01
1798,346,2026-01-19 17:15:00,MG Road,MG Road,8.47,1.5,266.0,17,1,01
1799,378,2026-01-19 17:30:00,MG Road,Indiranagar,13.87,1.0,258.0,17,1,01
1800,335,2026-01-19 17:45:00,Koramangala,Whitefield,18.91,1.0,334.0,17,1,01
1801,594,2026-01-19 18:00:00,Whitefield,Jayanagar,4.18,2.0,225.0,18,1,01
1802,104,2026-01-19 18:15:00,Jayanagar,MG Road,8.82,1.0,182.0,18,1,01
1803,254,2026-01-19 18:30:00,Koramangala,MG Road,23.31,1.2,480.0,18,1,01
1804,542,2026-01-19 18:45:00,Jayanagar,MG Road,11.87,1.0,228.0,18,1,01
1805,129,2026-01-19 19:00:00,Koramangala,Indiranagar,23.59,1.0,404.0,19,1,01
1806,209,2026-01-19 19:15:00,MG Road,Jayanagar,24.8,1.2,506.0,19,1,01
1807,198,2026-01-19 19:30:00,Jayanagar,MG Road,14.11,1.5,392.0,19,1,01
1808,315,2026-01-19 19:45:00,MG Road,MG Road,8.63,1.0,179.0,19,1,01
1809,393,2026-01-19 20:00:00,Jayanagar,Jayanagar,20.19,1.2,423.0,20,1,01
1810,175,2026-01-19 20:15:00,Indiranagar,Indiranagar,5.66,1.2,162.0,20,1,01
1811,426,2026-01-19 20:30:00,Koramangala,MG Road,7.8,1.0,167.0,20,1,01
1812,246,2026-01-19 20:45:00,Indiranagar,Whitefield,20.05,1.2,421.0,20,1,01
1813,228,2026-01-19 21:00:00,Koramangala,Koramangala,11.97,1.0,230.0,21,1,01
1814,441,2026-01-19 21:15:00,Whitefield,Koramangala,6.64,1.0,150.0,21,1,01
1815,142,2026-01-19 21:30:00,Jayanagar,Koramangala,16.98,1.0,305.0,21,1,01
1816,456,2026-01-19 21:45:00,Whitefield,Indiranagar,18.85,1.5,499.0,21,1,01
1817,141,2026-01-19 22:00:00,Whitefield,MG Road,4.88,1.0,123.0,22,1,01
1818,522,2026-01-19 22:15:00,Koramangala,Koramangala,8.37,1.2,211.0,22,1,01
1819,134,2026-01-19 22:30:00,Indiranagar,Koramangala,7.09,1.0,156.0,22,1,01
1820,117,2026-01-19 22:45:00,MG Road,Jayanagar,10.74,1.0,211.0,22,1,01
1821,265,2026-01-19 23:00:00,Koramangala,MG Road,19.56,1.2,412.0,23,1,01
1822,253,2026-01-19 23:15:00,MG Road,MG Road,18.42,1.2,392.0,23,1,01
1823,586,2026-01-19 23:30:00,Whitefield,Jayanagar,17.24,1.0,309.0,23,1,01
1824,478,2026-01-19 23:45:00,MG Road,MG Road,2.14,1.0,82.0,23,1,01
1825,176,2026-01-20 00:00:00,Indiranagar,Whitefield,5.27,1.5,194.0,00,2,01
1826,187,2026-01-20 00:15:00,Koramangala,Indiranagar,7.14,1.0,157.0,00,2,01
1827,217,2026-01-20 00:30:00,Indiranagar,Jayanagar,8.25,1.2,208.0,00,2,01
1828,462,2026-01-20 00:45:00,Indiranagar,Koramangala,5.37,1.2,157.0,00,2,01
1829,442,2026-01-20 01:00:00,Koramangala,MG Road,11.44,1.2,266.0,01,2,01
1830,569,2026-01-20 01:15:00,Indiranagar,Whitefield,3.73,1.5,159.0,01,2,01
1831,127,2026-01-20 01:30:00,Jayanagar,Whitefield,19.25,1.2,406.0,01,2,01
1832,413,2026-01-20 01:45:00,Jayanagar,Indiranagar,20.12,1.0,352.0,01,2,01
1833,387,2026-01-20 02:00:00,Jayanagar,Whitefield,15.21,1.0,278.0,02,2,01
1834,234,2026-01-20 02:15:00,MG Road,MG Road,4.06,1.0,111.0,02,2,01
1835,319,2026-01-20 02:30:00,Indiranagar,MG Road,22.47,1.0,387.0,02,2,01
1836,268,2026-01-20 02:45:00,Koramangala,Whitefield,24.21,1.5,620.0,02,2,01
1837,198,2026-01-20 03:00:00,Koramangala,MG Road,6.65,1.0,150.0,03,2,01
1838,368,2026-01-20 03:15:00,MG Road,MG Road,18.21,1.2,388.0,03,2,01
1839,337,2026-01-20 03:30:00,Koramangala,Koramangala,21.36,1.2,444.0,03,2,01
1840,409,2026-01-20 03:45:00,Jayanagar,Jayanagar,14.42,1.5,399.0,03,2,01
1841,555,2026-01-20 04:00:00,Indiranagar,MG Road,9.44,1.0,192.0,04,2,01
1842,494,2026-01-20 04:15:00,Koramangala,MG Road,13.01,1.2,294.0,04,2,01
1843,273,2026-01-20 04:30:00,Koramangala,Indiranagar,13.78,1.0,257.0,04,2,01
1844,501,2026-01-20 04:45:00,Whitefield,Jayanagar,11.21,1.2,262.0,04,2,01
1845,510,2026-01-20 05:00:00,Whitefield,Jayanagar,23.39,1.0,401.0,05,2,01
1846,569,2026-01-20 05:15:00,Whitefield,Jayanagar,19.11,1.5,505.0,05,2,01
1847,576,2026-01-20 05:30:00,Indiranagar,Whitefield,7.55,1.0,163.0,05,2,01
1848,290,2026-01-20 05:45:00,Jayanagar,Koramangala,15.47,1.0,282.0,05,2,01
1849,222,2026-01-20 06:00:00,Jayanagar,Koramangala,17.84,1.0,318.0,06,2,01
1850,146,2026-01-20 06:15:00,Jayanagar,Indiranagar,5.22,1.2,154.0,06,2,01
1851,164,2026-01-20 06:30:00,Indiranagar,Jayanagar,10.24,1.2,244.0,06,2,01
1852,230,2026-01-20 06:45:00,Indiranagar,Jayanagar,22.83,1.0,392.0,06,2,01
1853,410,2026-01-20 07:00:00,Whitefield,MG Road,15.04,1.0,276.0,07,2,01
1854,463,2026-01-20 07:15:00,Koramangala,Whitefield,6.99,1.0,155.0,07,2,01
1855,293,2026-01-20 07:30:00,MG Road,Whitefield,4.82,1.0,122.0,07,2,01
1856,407,2026-01-20 07:45:00,MG Road,Indiranagar,13.92,1.0,259.0,07,2,01
1857,281,2026-01-20 08:00:00,Koramangala,Koramangala,14.6,1.0,269.0,08,2,01
1858,392,2026-01-20 08:15:00,Whitefield,Jayanagar,9.69,1.2,234.0,08,2,01
1859,471,2026-01-20 08:30:00,Koramangala,Indiranagar,16.5,1.0,298.0,08,2,01
1860,382,2026-01-20 08:45:00,Koramangala,Whitefield,3.58,1.5,156.0,08,2,01
1861,129,2026-01-20 09:00:00,MG Road,Whitefield,5.34,1.0,130.0,09,2,01
1862,249,2026-01-20 09:15:00,Whitefield,Whitefield,14.56,1.2,322.0,09,2,01
1863,367,2026-01-20 09:30:00,Indiranagar,Jayanagar,3.42,1.2,122.0,09,2,01
1864,396,2026-01-20 09:45:00,MG Road,Jayanagar,22.26,1.0,384.0,09,2,01
1865,111,2026-01-20 10:00:00,Indiranagar,Jayanagar,5.27,1.0,129.0,10,2,01
1866,264,2026-01-20 10:15:00,Whitefield,MG Road,17.5,1.0,312.0,10,2,01
1867,213,2026-01-20 10:30:00,Koramangala,Koramangala,11.0,1.0,215.0,10,2,01
1868,287,2026-01-20 10:45:00,Jayanagar,Whitefield,11.2,1.0,218.0,10,2,01
1869,395,2026-01-20 11:00:00,Jayanagar,Whitefield,19.59,1.0,344.0,11,2,01
1870,332,2026-01-20 11:15:00,Whitefield,MG Road,13.49,1.0,252.0,11,2,01
1871,327,2026-01-20 11:30:00,Jayanagar,Whitefield,18.69,1.0,330.0,11,2,01
1872,410,2026-01-20 11:45:00,Indiranagar,Whitefield,13.62,1.0,254.0,11,2,01
1873,198,2026-01-20 12:00:00,Jayanagar,Jayanagar,15.64,1.0,285.0,12,2,01
1874,155,2026-01-20 12:15:00,Whitefield,Jayanagar,19.5,1.0,342.0,12,2,01
1875,211,2026-01-20 12:30:00,Whitefield,Koramangala,15.97,1.2,347.0,12,2,01
1876,252,2026-01-20 12:45:00,Indiranagar,Whitefield,16.16,1.2,351.0,12,2,01
1877,346,2026-01-20 13:00:00,Jayanagar,Indiranagar,20.15,1.5,528.0,13,2,01
1878,506,2026-01-20 13:15:00,Jayanagar,Whitefield,23.83,1.0,407.0,13,2,01
1879,169,2026-01-20 13:30:00,Koramangala,Whitefield,10.66,1.0,210.0,13,2,01
1880,412,2026-01-20 13:45:00,MG Road,Koramangala,15.27,1.0,279.0,13,2,01
1881,389,2026-01-20 14:00:00,Whitefield,Indiranagar,3.98,1.0,110.0,14,2,01
